NEWID,AGE_REF,AGE2,BATHRMQ,BEDROOMQ,BLS_URBN,CUTENURE,EDUC_REF,FAM_SIZE,FAM_TYPE,FINCBTAX,FINLWT21,FSALARYX,FSSIX,INC_RANK,MARITAL1,NO_EARNR,NUM_AUTO,OCCUCOD1,OCCUCOD2,OTHRINCX,PERSLT18,PERSOT64,POPSIZE,PRINEARN,QINTRVMO,QINTRVYR,RACE2,REF_RACE,REGION,SEX_REF,SEX2,SMSASTAT,ST_HOUS,VEHQ,WELFAREX,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,TOTEXPPQ,TOTEXPCQ,FDAWAYPQ,FDAWAYCQ,ALCBEVPQ,ALCBEVCQ,HOUSPQ,HOUSCQ,SHELTPQ,SHELTCQ,MRTINTPQ,MRTINTCQ,RNTXRPPQ,RNTXRPCQ,UTILPQ,UTILCQ,APPARPQ,APPARCQ,TRANSPQ,TRANSCQ,GASMOPQ,GASMOCQ,VEHFINPQ,VEHFINCQ,PUBTRAPQ,PUBTRACQ,HEALTHPQ,HEALTHCQ,HLTHINPQ,HLTHINCQ,MEDSRVPQ,MEDSRVCQ,PREDRGPQ,PREDRGCQ,ENTERTPQ,ENTERTCQ,PERSCAPQ,PERSCACQ,READPQ,READCQ,EDUCAPQ,EDUCACQ,TOBACCPQ,TOBACCCQ,MISCPQ,MISCCQ,CASHCOPQ,CASHCOCQ,LIFINSPQ,LIFINSCQ,RETPENPQ,RETPENCQ,STATE,TOTEX4PQ,TOTEX4CQ,UNISTRQ,INCLASS2,CUID,INTERI,HISP_REF,HISP2,HIGH_EDU,CREDITB,IRAB,LIQUIDB,STOCKB,DIVISION,GROCERPQ,GROCERCQ,inclass_label,inclass_short,educ_label,high_educ_label,occucod1_label,occucod1_broad,marital_label,fam_type_label,fam_type_broad,tenure_label,tenure_owner,region_label,urban_label,sex_ref_label,race_ref_label,hisp_ref_label,state_label,popsize_label,occucod2_label,race2_label,sex2_label,unistrq_label,FLAG_CQ_MISSING,TOTEXP_AVG_Q,TOTEXP_ANN,TOTEX4_AVG_Q,TOTEX4_ANN,HOUS_AVG_Q,HOUS_ANN,SHELT_AVG_Q,SHELT_ANN,UTIL_AVG_Q,UTIL_ANN,MRTINT_AVG_Q,MRTINT_ANN,RNTXRP_AVG_Q,RNTXRP_ANN,GROCER_AVG_Q,GROCER_ANN,FDAWAY_AVG_Q,FDAWAY_ANN,TRANS_AVG_Q,TRANS_ANN,GASMO_AVG_Q,GASMO_ANN,VEHFIN_AVG_Q,VEHFIN_ANN,PUBTRA_AVG_Q,PUBTRA_ANN,HEALTH_AVG_Q,HEALTH_ANN,HLTHIN_AVG_Q,HLTHIN_ANN,MEDSRV_AVG_Q,MEDSRV_ANN,PREDRG_AVG_Q,PREDRG_ANN,ENTERT_AVG_Q,ENTERT_ANN,EDUCA_AVG_Q,EDUCA_ANN,APPAR_AVG_Q,APPAR_ANN,TOBACC_AVG_Q,TOBACC_ANN,RETPEN_AVG_Q,RETPEN_ANN,LIFINS_AVG_Q,LIFINS_ANN,CASHCO_AVG_Q,CASHCO_ANN,PERSCA_AVG_Q,PERSCA_ANN,READ_AVG_Q,READ_ANN,ALCBEV_AVG_Q,ALCBEV_ANN,MISC_AVG_Q,MISC_ANN,EXPENSE_RATIO,HOUSING_RATIO,TRANSPORT_RATIO,HEALTH_RATIO,RETIRE_RATIO,FOOD_RATIO,LIFESTYLE_ANN,LIFESTYLE_RATIO,LIFESTYLE_SHARE,NECESSITY_ANN,NECESSITY_RATIO,NECESSITY_SHARE,DISCRETIONARY_ANN,DISCRETIONARY_RATIO,DISCRETIONARY_SHARE,HOUS_SHARE,GROCER_SHARE,FDAWAY_SHARE,TRANS_SHARE,HEALTH_SHARE,ENTERT_SHARE,EDUCA_SHARE,APPAR_SHARE,RETPEN_SHARE,CASHCO_SHARE,TOBACC_SHARE,ALCBEV_SHARE,MISC_SHARE,FOOD_TOTAL_SHARE,HOMEOWNER,HAS_CHILDREN,HAS_ELDERLY,SINGLE_EARNER,ZERO_EARNER,HOUSING_BURDENED,HOUSING_SEVERE,FLAG_REGION_UNKNOWN,FLAG_NEG_INCOME,FLAG_ZERO_INCOME,FLAG_INCOME_INVALID,FLAG_ZERO_SPEND,FLAG_EXTREME_RATIO,EDUC_REF_ORD,LOG_INCOME,INCOME_QUINTILE
5658554,44,45.0,3.0,3.0,1,1,15,2,1,0,24613.227,0,0,0.0577182,1,1,0,,10.0,,0,0,3,1,1,2025,1.0,1,3.0,2,1.0,1,2,0,,55885.843,,51361.49,46487.205,57663.634,,,,,,45188.89,,,,43808.37,47235.684,,46615.045,,52141.558,48042.111,,,46739.008,,,43947.769,,42928.076,,,38946.403,54216.344,59718.565,,48300.026,53878.923,51624.34,48105.196,50674.728,,,,51510.343,12148.9499,0.0,910.0,0.0,325.0,0.0,5639.0,0.0,4979.0,0.0,4279.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,750.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.9499,0.0,12.0,12148.9499,0.0,3.0,7,565855,4,2,2.0,15,,,,,5.0,3640.0,0.0,"$150,000 and over",$150K+,Bachelor's degree,Bachelor's degree,,,Married,Married couple only,Married couple,Owned with mortgage,Owner,South,Urban,Female,White,Not Hispanic / Latino,Florida,MSA 1.5M-4M,Other service,White,Male,Apartment (2-4 units),1,12148.9499,48595.7996,12148.9499,48595.7996,5639.0,22556.0,4979.0,19916.0,660.0,2640.0,4279.0,17116.0,0.0,0.0,3640.0,14560.0,910.0,3640.0,750.0,3000.0,750.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.9499,3539.7996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,1300.0,0.0,0.0,,,,,,,4940.0,,0.10165487636096023,17560.0,,0.3613481030158829,4940.0,,0.10165487636096023,0.4641553423477366,0.2996143724323038,0.07490359310807596,0.06173373058357908,0.0,0.0,0.0,0.0,0.07284167827542033,0.0,0.0,0.02675128325288427,0.0,0.37451796554037975,1,0,0,1,0,,,0,0,1,1,0,,6,,
5658624,40,40.0,2.0,4.0,1,1,15,4,3,103500,56965.632,100000,0,0.6933675,1,1,2,,3.0,,2,0,2,2,1,2025,1.0,1,2.0,2,1.0,1,2,4,,124126.575,,,,103672.195,92597.771,,122169.377,,137796.169,87533.413,,,98050.97,,,98527.282,,114797.402,,,103577.608,100098.992,112779.68,,129710.613,100088.233,122332.108,123853.448,104427.859,,,,98736.417,,138469.212,92549.115,113933.891,,,,,,98523.028,14744.5501,0.0,710.0,0.0,0.0,0.0,3701.0,0.0,1641.0,0.0,1166.0,0.0,0.0,0.0,1070.0,0.0,600.0,0.0,3294.0,0.0,300.0,0.0,851.0,0.0,0.0,0.0,1757.0,0.0,1587.0,0.0,20.0,0.0,150.0,0.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.5501,0.0,39.0,14744.5501,0.0,3.0,5,565862,4,2,2.0,15,3.0,4.0,4.0,5.0,3.0,1950.0,0.0,"$70,000-$99,999",$70-100K,Bachelor's degree,Bachelor's degree,,,Married,"Married, children 6-17",Married with children,Owned with mortgage,Owner,Midwest,Urban,Female,White,Not Hispanic / Latino,Ohio,MSA under 1.5M,Professional,White,Male,Apartment (2-4 units),1,14744.5501,58978.2004,14744.5501,58978.2004,3701.0,14804.0,1641.0,6564.0,1070.0,4280.0,1166.0,4664.0,0.0,0.0,1950.0,7800.0,710.0,2840.0,3294.0,13176.0,300.0,1200.0,851.0,3404.0,0.0,0.0,1757.0,7028.0,1587.0,6348.0,20.0,80.0,150.0,600.0,721.0,2884.0,0.0,0.0,600.0,2400.0,0.0,0.0,2011.5501,8046.2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5698376850241545,0.14303381642512078,0.12730434782608696,0.06790338164251208,0.07774106666666666,0.10280193236714975,8124.0,0.0784927536231884,0.13774581022990995,28004.0,0.27057004830917875,0.4748195063612012,8124.0,0.0784927536231884,0.13774581022990995,0.25100799786356315,0.13225225502133156,0.048153385161613035,0.22340457848218778,0.11916267285768184,0.048899423523271826,0.0,0.0406930015450251,0.13642668554532564,0.0,0.0,0.0,0.0,0.1804056401829446,1,1,0,1,0,0,0,0,0,0,0,0,0,6,5.014940349792936,Q4
5658634,70,,1.0,1.0,1,4,13,1,8,2220,15467.789,0,0,0.0835543,2,0,1,,,,0,1,1,1,1,2025,,1,3.0,1,,1,2,1,,,,29053.621,32433.378,34229.47,32207.521,33506.872,,31843.928,29144.262,29794.039,,,29436.759,,29317.813,,,29541.664,31677.606,,29267.911,29824.463,,31908.973,,29231.748,28046.444,,,,27900.101,,,,,,31058.517,28509.573,29645.716,,33478.714,,,7897.0,0.0,260.0,0.0,0.0,0.0,4949.0,0.0,4500.0,0.0,0.0,0.0,4500.0,0.0,408.0,0.0,30.0,0.0,1152.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7897.0,0.0,6.0,7,565863,4,1,,13,,,,,5.0,1430.0,0.0,"$150,000 and over",$150K+,"Some college, no degree","Some college, no degree",,,Widowed,Single consumer,Single consumer,Renter,Renter,South,Urban,Male,White,Hispanic / Latino,Florida,Not in MSA,,,,Other,1,7897.0,31588.0,7897.0,31588.0,4949.0,19796.0,4500.0,18000.0,408.0,1632.0,0.0,0.0,4500.0,18000.0,1430.0,5720.0,260.0,1040.0,1152.0,4608.0,300.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,304.0,0.0,0.0,30.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22882882882883,8.917117117117117,2.075675675675676,0.0,0.0,3.045045045045045,1464.0,0.6594594594594595,0.04634671394200329,10328.0,4.652252252252253,0.3269596049132582,1464.0,0.6594594594594595,0.04634671394200329,0.6266936811447386,0.1810814233253134,0.03292389515005698,0.1458781815879448,0.0,0.00962390781309358,0.0,0.003798910978852729,0.0,0.0,0.0,0.0,0.0,0.21400531847537038,0,0,1,0,1,1,1,0,0,0,0,0,1,4,3.346352974450639,Q1 (Bottom 20%)
5658644,72,81.0,2.0,2.0,1,1,16,2,1,4440,12655.658,0,0,0.1097691,1,0,0,,,,0,2,2,1,1,2025,1.0,1,1.0,2,1.0,1,2,0,,,24008.191,,27920.596,26227.795,,24348.796,,26326.197,23682.566,,,,28145.154,,,,,,21711.196,21974.61,20930.29,,24201.789,,,,27883.66,27316.455,26312.522,24128.502,24393.403,,27425.471,24854.501,21930.232,,,23365.715,,24121.834,,,25749.674,18974.0,0.0,1300.0,0.0,325.0,0.0,6026.0,0.0,3059.0,0.0,1190.0,0.0,0.0,0.0,2254.0,0.0,800.0,0.0,2165.0,0.0,120.0,0.0,0.0,0.0,60.0,0.0,4880.0,0.0,2880.0,0.0,0.0,0.0,300.0,0.0,390.0,0.0,100.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,25.0,18974.0,0.0,7.0,7,565864,4,2,1.0,16,,,,,1.0,2600.0,0.0,"$150,000 and over",$150K+,Graduate / Professional degree,Graduate / Professional degree,,,Married,Married couple only,Married couple,Owned with mortgage,Owner,Northeast,Urban,Female,White,Not Hispanic / Latino,Massachusetts,MSA under 1.5M,,White,Male,,1,18974.0,75896.0,18974.0,75896.0,6026.0,24104.0,3059.0,12236.0,2254.0,9016.0,1190.0,4760.0,0.0,0.0,2600.0,10400.0,1300.0,5200.0,2165.0,8660.0,120.0,480.0,0.0,0.0,60.0,240.0,4880.0,19520.0,2880.0,11520.0,0.0,0.0,300.0,1200.0,390.0,1560.0,0.0,0.0,800.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1200.0,100.0,400.0,27.0,108.0,325.0,1300.0,61.0,244.0,17.093693693693695,5.428828828828829,1.9504504504504505,4.396396396396397,0.0,3.5135135135135136,12460.0,2.8063063063063063,0.1641720248761463,38580.0,8.68918918918919,0.5083271845683567,13212.0,2.9756756756756757,0.17408032043849478,0.3175924949931485,0.13702961947928743,0.06851480973964372,0.11410351006640666,0.25719405502266257,0.020554442921893117,0.0,0.04216295983978075,0.0,0.015811109939917783,0.0,0.01712870243491093,0.0032149256877832826,0.20554442921893118,1,0,1,0,1,1,1,0,0,0,0,0,1,7,3.6473829701146196,Q1 (Bottom 20%)
5658694,45,38.0,2.0,4.0,1,1,15,3,3,0,28097.484,0,0,0.0278496,1,2,0,3.0,3.0,,1,0,2,1,1,2025,1.0,4,4.0,2,1.0,1,2,2,,,,,,70297.256,,,,,,67861.29,68298.113,72514.016,,68302.904,,,,58343.756,64816.234,71081.22,65846.002,72217.536,,65682.814,64246.991,67404.69,,,69339.82,,67752.606,,,56374.524,73211.975,,64985.111,76856.078,,67055.845,,56724.802,65646.567,14482.7001,0.0,2600.0,0.0,0.0,0.0,4260.0,0.0,3465.0,0.0,2396.0,0.0,0.0,0.0,795.0,0.0,200.0,0.0,1381.0,0.0,1200.0,0.0,181.0,0.0,0.0,0.0,2100.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2287.7001,0.0,32.0,14482.7001,0.0,3.0,7,565869,4,2,2.0,15,,,,,8.0,1300.0,0.0,"$150,000 and over",$150K+,Bachelor's degree,Bachelor's degree,Professional,White collar,Married,"Married, children 6-17",Married with children,Owned with mortgage,Owner,West,Urban,Female,Asian,Not Hispanic / Latino,Nevada,MSA under 1.5M,Professional,White,Male,Apartment (2-4 units),1,14482.7001,57930.8004,14482.7001,57930.8004,4260.0,17040.0,3465.0,13860.0,795.0,3180.0,2396.0,9584.0,0.0,0.0,1300.0,5200.0,2600.0,10400.0,1381.0,5524.0,1200.0,4800.0,181.0,724.0,0.0,0.0,2100.0,8400.0,2100.0,8400.0,0.0,0.0,0.0,0.0,354.0,1416.0,0.0,0.0,200.0,800.0,0.0,0.0,2287.7001,9150.8004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12616.0,,0.21777707045111014,19124.0,,0.33011800057918755,12616.0,,0.21777707045111014,0.29414404569490465,0.08976226746558123,0.17952453493116247,0.09535514720766744,0.1450005859059389,0.024442955909858274,0.0,0.013809579610089419,0.15796088327479763,0.0,0.0,0.0,0.0,0.2692868023967437,1,1,0,0,0,,,0,0,1,1,0,,6,,
5658724,59,39.0,2.0,3.0,1,2,14,3,3,0,40764.283,0,0,0.0288741,1,1,0,10.0,,,1,0,3,1,1,2025,4.0,1,3.0,1,2.0,1,2,0,,85336.689,,76029.922,70476.258,91553.572,,,,,,79255.417,,,,71024.145,92477.143,,83350.551,,86924.189,74645.442,,,78489.841,,,77173.135,,84770.626,,,65136.783,84238.514,91996.097,,85358.881,77497.799,86625.228,72128.195,90529.284,,,,89678.518,7042.6999,0.0,390.0,0.0,130.0,0.0,940.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,180.0,0.0,720.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.6999,0.0,12.0,7042.6999,0.0,4.0,7,565872,4,2,2.0,14,,,,,5.0,3640.0,0.0,"$150,000 and over",$150K+,Associate's degree,Associate's degree,Other service,Sales / service,Married,"Married, children 6-17",Married with children,"Owned, no mortgage",Owner,South,Urban,Male,White,Not Hispanic / Latino,Florida,MSA 1.5M-4M,,Asian,Female,Apartment (5+ units),1,7042.6999,28170.7996,7042.6999,28170.7996,940.0,3760.0,500.0,2000.0,360.0,1440.0,0.0,0.0,0.0,0.0,3640.0,14560.0,390.0,1560.0,720.0,2880.0,720.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,720.0,0.0,0.0,1002.6999,4010.7996,0.0,0.0,0.0,0.0,40.0,160.0,0.0,0.0,130.0,520.0,0.0,0.0,,,,,,,2800.0,,0.09939369985082,17440.0,,0.6190807590708217,2960.0,,0.10507333984229543,0.13347153979967258,0.516847239224264,0.05537648991688543,0.10223351984655772,0.0,0.0,0.0,0.02555837996163943,0.14237436128721032,0.0,0.0,0.018458829972295143,0.0,0.5722237291411494,1,1,0,1,0,,,0,0,1,1,0,,5,,
5658744,26,27.0,1.0,2.0,1,4,14,4,2,65544,43513.305,65544,0,0.5198676,1,2,0,12.0,6.0,,2,0,4,1,1,2025,1.0,1,3.0,1,2.0,1,2,2,,,85891.987,81423.358,66346.356,,72668.41,,,,79883.276,99363.014,111504.113,113332.468,66623.789,,104649.561,84712.686,92897.731,,,93925.948,,84953.277,,,84704.752,96286.501,,97133.301,95189.167,,84697.38,,93753.628,99675.199,,,,90239.037,,,,,,12352.7501,0.0,520.0,0.0,0.0,0.0,4104.0,0.0,2913.0,0.0,0.0,0.0,2913.0,0.0,741.0,0.0,0.0,0.0,3150.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,925.0,0.0,325.0,0.0,0.0,0.0,600.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253.7501,0.0,12.0,12352.7501,0.0,5.0,4,565874,4,2,2.0,14,,,,,5.0,1950.0,0.0,"$50,000-$69,999",$50-70K,Associate's degree,Associate's degree,Construction / mechanics,Blue collar,Married,"Married, children <6",Married with children,Renter,Renter,South,Urban,Male,White,Not Hispanic / Latino,Florida,MSA 4M+,"Sales, business services",White,Female,Mobile home / trailer,1,12352.7501,49411.0004,12352.7501,49411.0004,4104.0,16416.0,2913.0,11652.0,741.0,2964.0,0.0,0.0,2913.0,11652.0,1950.0,7800.0,520.0,2080.0,3150.0,12600.0,360.0,1440.0,0.0,0.0,0.0,0.0,925.0,3700.0,325.0,1300.0,0.0,0.0,600.0,2400.0,320.0,1280.0,0.0,0.0,0.0,0.0,130.0,520.0,1253.7501,5015.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7538600085438789,0.2504577077993409,0.19223727572317834,0.05645062858537776,0.07651349322592457,0.15073843524960331,3880.0,0.05919687538142317,0.07852502415636176,24100.0,0.36769193213719026,0.4877456397341026,3880.0,0.05919687538142317,0.07852502415636176,0.332233710451246,0.1578595846442324,0.04209588923846197,0.2550039444252985,0.07488211066457177,0.02590516260828429,0.0,0.0,0.10149562565828965,0.0,0.010523972309615492,0.0,0.0,0.19995547388269436,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.81653294185134,Q3
5658794,50,,1.0,2.0,1,4,13,1,8,0,17947.633,0,0,0.0497934,3,1,1,1.0,,,0,0,1,1,1,2025,,2,3.0,2,,1,2,1,,33957.19,40421.668,,,,,,41328.469,,,,42728.78,35264.855,,41842.401,,44333.655,35198.626,,,38954.491,,,40316.623,,35628.24,,,41886.644,36107.149,34541.295,,40248.016,36838.545,44486.729,29612.552,32055.476,,,,35847.597,,33777.067,41852.437,10382.2,0.0,520.0,0.0,0.0,0.0,5246.0,0.0,4500.0,0.0,0.0,0.0,4500.0,0.0,649.0,0.0,70.0,0.0,1135.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,681.0,0.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.2,0.0,12.0,10382.2,0.0,10.0,7,565879,4,2,,13,,,,,5.0,1430.0,0.0,"$150,000 and over",$150K+,"Some college, no degree","Some college, no degree",Manager / Administrator,White collar,Divorced,Single consumer,Single consumer,Renter,Renter,South,Urban,Female,Black / African American,Not Hispanic / Latino,Florida,Not in MSA,,,,,1,10382.2,41528.8,10382.2,41528.8,5246.0,20984.0,4500.0,18000.0,649.0,2596.0,0.0,0.0,4500.0,18000.0,1430.0,5720.0,520.0,2080.0,1135.0,4540.0,300.0,1200.0,0.0,0.0,0.0,0.0,681.0,2724.0,681.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,280.0,0.0,0.0,1150.2,4600.8,0.0,0.0,0.0,0.0,150.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2360.0,,0.056828032594247846,12984.0,,0.3126504979676754,2960.0,,0.07127583749109051,0.5052878965922444,0.1377357400165668,0.050085723642387926,0.10932172371944289,0.06559303423166574,0.0,0.0,0.006742308951859914,0.11078576794898962,0.0,0.0,0.0,0.0,0.18782146365895475,0,0,0,1,0,,,0,0,1,1,0,,4,,
5658804,79,78.0,2.0,4.0,1,2,12,2,1,0,18378.171,0,0,0.0284721,1,0,1,,,,0,2,2,1,1,2025,1.0,1,3.0,1,2.0,1,2,5,,,49374.431,,,,,,50162.561,34930.462,39377.89,,51946.868,,,,47920.028,43235.708,47568.015,43389.871,35520.056,,50989.319,35763.87,38211.39,,,48128.251,,47014.428,,,47382.885,37102.752,,47506.283,41804.125,,38568.278,,47083.632,32070.621,,,,14336.0,0.0,650.0,0.0,0.0,0.0,2320.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,1215.0,0.0,200.0,0.0,900.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,1910.0,0.0,1890.0,0.0,0.0,0.0,20.0,0.0,324.0,0.0,240.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,40.0,14336.0,0.0,3.0,7,565880,4,2,2.0,15,,,,,7.0,5850.0,0.0,"$150,000 and over",$150K+,High school graduate,Bachelor's degree,,,Married,Married couple only,Married couple,"Owned, no mortgage",Owner,South,Urban,Male,White,Not Hispanic / Latino,Oklahoma,MSA under 1.5M,,White,Female,Apartment (2-4 units),1,14336.0,57344.0,14336.0,57344.0,2320.0,9280.0,925.0,3700.0,1215.0,4860.0,0.0,0.0,0.0,0.0,5850.0,23400.0,650.0,2600.0,900.0,3600.0,540.0,2160.0,0.0,0.0,0.0,0.0,1910.0,7640.0,1890.0,7560.0,0.0,0.0,20.0,80.0,324.0,1296.0,0.0,0.0,200.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,7600.0,240.0,960.0,42.0,168.0,0.0,0.0,0.0,0.0,,,,,,,12296.0,,0.21442522321428573,34640.0,,0.6040736607142857,13424.0,,0.23409598214285715,0.16183035714285715,0.40806361607142855,0.04534040178571429,0.06277901785714286,0.13323102678571427,0.022600446428571428,0.0,0.013950892857142858,0.0,0.13253348214285715,0.0,0.0,0.0,0.45340401785714285,1,0,1,0,1,,,0,0,1,1,0,,3,,
5658854,52,,2.0,2.0,1,4,15,1,8,61900,39460.194,61500,0,0.4936493,5,1,1,3.0,,,0,0,4,1,1,2025,,1,3.0,1,,1,2,1,,74516.8,,72594.164,82218.517,77911.789,77904.378,83083.93,,,,68613.038,,71584.557,73210.31,68673.006,,,,,,72893.475,,,,70180.182,75886.548,,64884.923,,70425.203,81687.492,,,77564.701,,,72864.728,,78186.083,,,71807.351,73312.265,73909.312,8548.2499,0.0,650.0,0.0,0.0,0.0,3175.0,0.0,2160.0,0.0,0.0,0.0,2160.0,0.0,580.0,0.0,150.0,0.0,800.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,200.0,0.0,60.0,0.0,1176.2499,0.0,48.0,9223.2499,0.0,9.0,3,565885,4,2,,15,,,,,7.0,975.0,0.0,"$30,000-$49,999",$30-50K,Bachelor's degree,Bachelor's degree,Professional,White collar,Never married,Single consumer,Single consumer,Renter,Renter,South,Urban,Male,White,Not Hispanic / Latino,Texas,MSA 4M+,,,,,1,8548.2499,34192.9996,9223.2499,36892.9996,3175.0,12700.0,2160.0,8640.0,580.0,2320.0,0.0,0.0,2160.0,8640.0,975.0,3900.0,650.0,2600.0,800.0,3200.0,270.0,1080.0,0.0,0.0,0.0,0.0,825.0,3300.0,825.0,3300.0,0.0,0.0,0.0,0.0,261.0,1044.0,0.0,0.0,150.0,600.0,0.0,0.0,1176.2499,4704.9996,60.0,240.0,200.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,1104.0,0.5523909466882069,0.20516962843295639,0.051696284329563816,0.05331179321486268,0.07600968659127626,0.1050080775444265,5044.0,0.08148626817447496,0.1475155750886506,10640.0,0.17189014539579967,0.3111748055002463,6148.0,0.09932148626817447,0.1798028857345408,0.37142105543732407,0.11405843434689479,0.0760389562312632,0.093586407669247,0.09651098290891097,0.030532565502091834,0.0,0.017547451437983815,0.13760125332788878,0.02339660191731175,0.0,0.0,0.032287310645890216,0.19009739057815797,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4.791690649020118,Q3
